// Red Grade (RR RG RB RA)  Green Grade (GR GG GB GA)  Blue Grade (BR BG BB BA)
// RR   RG    RB    RA     GG    GG    GB     GA    BR    BG    BB    BA

// WEATHER_EXTRASUNNY_LA
1.640 0.032 0.030 0.069 0.032 1.626 0.030 0.062 0.033 0.033 1.667 0.066  // 10 AM
1.769 0.032 0.030 0.064 0.032 1.743 0.030 0.057 0.033 0.033 1.802 0.059  // 11 AM
1.898 0.032 0.030 0.058 0.032 1.859 0.030 0.051 0.033 0.033 1.936 0.051 // 12 PM
1.845 0.032 0.030 0.055 0.032 1.782 0.030 0.051 0.033 0.033 1.858 0.047  // 1 PM
1.793 0.033 0.030 0.051 0.032 1.706 0.030 0.052 0.033 0.033 1.781 0.043  // 2 PM
1.740 0.033 0.030 0.048 0.032 1.629 0.030 0.052 0.033 0.033 1.703 0.039 // 3 PM
1.661 0.033 0.030 0.043 0.032 1.514 0.030 0.053 0.033 0.033 1.587 0.033  // 4 PM
1.581 0.033 0.031 0.037 0.031 1.399 0.031 0.053 0.033 0.033 1.470 0.028  // 5 PM
1.502 0.033 0.031 0.032 0.031 1.284 0.031 0.054 0.033 0.033 1.354 0.022 // 6 PM
1.540 0.033 0.031 0.038 0.031 1.373 0.031 0.055 0.033 0.033 1.424 0.033  // 7 PM
1.579 0.032 0.030 0.045 0.032 1.463 0.030 0.057 0.033 0.033 1.494 0.044  // 8 PM
1.617 0.032 0.030 0.051 0.032 1.552 0.030 0.058 0.033 0.033 1.564 0.055 // 9 PM
1.634 0.032 0.030 0.054 0.032 1.590 0.030 0.059 0.033 0.033 1.594 0.060  // 10 PM
1.650 0.032 0.030 0.057 0.032 1.629 0.030 0.059 0.033 0.033 1.624 0.065  // 11 PM

// WEATHER_SUNNY_SMOG_LA
1.514 0.043 0.040 0.082 0.043 1.514 0.040 0.082 0.043 0.043 1.497 0.095 // 12 AM
1.480 0.043 0.040 0.084 0.043 1.482 0.040 0.084 0.043 0.043 1.465 0.097  // 1 AM
1.445 0.043 0.040 0.086 0.043 1.449 0.040 0.085 0.043 0.043 1.432 0.098  // 2 AM
1.411 0.043 0.040 0.088 0.043 1.417 0.040 0.087 0.043 0.043 1.400 0.100 // 3 AM
1.331 0.043 0.040 0.093 0.043 1.341 0.040 0.091 0.043 0.043 1.324 0.104  // 4 AM
1.250 0.043 0.040 0.099 0.043 1.266 0.040 0.094 0.043 0.043 1.248 0.108  // 5 AM
1.170 0.043 0.040 0.104 0.043 1.190 0.040 0.098 0.043 0.043 1.172 0.112 // 6 AM
1.242 0.043 0.040 0.101 0.043 1.255 0.040 0.095 0.043 0.043 1.247 0.108  // 7 AM
1.313 0.043 0.040 0.097 0.043 1.319 0.040 0.092 0.043 0.043 1.321 0.103  // 8 AM
1.385 0.043 0.040 0.094 0.043 1.384 0.040 0.089 0.043 0.043 1.396 0.099 // 9 AM
1.492 0.043 0.040 0.089 0.043 1.481 0.040 0.084 0.043 0.043 1.508 0.093  // 10 AM
1.600 0.043 0.040 0.085 0.043 1.577 0.040 0.080 0.043 0.043 1.620 0.086  // 11 AM
1.707 0.043 0.040 0.080 0.043 1.674 0.040 0.075 0.043 0.043 1.732 0.080 // 12 PM
1.663 0.043 0.040 0.077 0.043 1.610 0.040 0.075 0.043 0.043 1.667 0.077  // 1 PM
1.619 0.043 0.040 0.075 0.043 1.547 0.040 0.076 0.043 0.043 1.603 0.073  // 2 PM
1.575 0.043 0.040 0.072 0.043 1.483 0.040 0.076 0.043 0.043 1.538 0.070 // 3 PM
1.509 0.043 0.040 0.068 0.043 1.387 0.040 0.076 0.043 0.043 1.441 0.065  // 4 PM
1.443 0.044 0.041 0.063 0.042 1.291 0.041 0.077 0.043 0.043 1.344 0.060  // 5 PM
1.377 0.044 0.041 0.059 0.042 1.195 0.041 0.077 0.043 0.043 1.247 0.055 // 6 PM
1.409 0.044 0.041 0.064 0.042 1.270 0.041 0.078 0.043 0.043 1.305 0.064  // 7 PM
1.441 0.043 0.040 0.070 0.043 1.344 0.040 0.079 0.043 0.043 1.364 0.074  // 8 PM
1.473 0.043 0.040 0.075 0.043 1.419 0.040 0.080 0.043 0.043 1.422 0.083 // 9 PM
1.487 0.043 0.040 0.077 0.043 1.451 0.040 0.081 0.043 0.043 1.447 0.087  // 10 PM
1.500 0.043 0.040 0.080 0.043 1.482 0.040 0.081 0.043 0.043 1.472 0.091  // 11 PM

// WEATHER_CLOUDY_LA
1.526 0.059 0.059 0.036 0.060 1.525 0.059 0.037 0.060 0.059 1.525 0.037 // 12 AM
1.495 0.059 0.059 0.038 0.060 1.496 0.059 0.038 0.060 0.059 1.496 0.038  // 1 AM
1.464 0.059 0.059 0.040 0.060 1.466 0.059 0.040 0.060 0.059 1.466 0.040  // 2 AM
1.433 0.059 0.059 0.042 0.060 1.437 0.059 0.041 0.060 0.059 1.437 0.041 // 3 AM
1.361 0.059 0.059 0.047 0.060 1.369 0.059 0.044 0.060 0.059 1.369 0.044  // 4 AM
1.288 0.059 0.059 0.051 0.060 1.301 0.059 0.048 0.060 0.059 1.301 0.048  // 5 AM
1.216 0.059 0.059 0.056 0.060 1.233 0.059 0.051 0.060 0.059 1.233 0.051 // 6 AM
1.280 0.059 0.059 0.053 0.060 1.291 0.059 0.048 0.060 0.059 1.300 0.047  // 7 AM
1.345 0.059 0.059 0.051 0.060 1.349 0.059 0.046 0.060 0.059 1.367 0.044  // 8 AM
1.409 0.059 0.059 0.048 0.060 1.407 0.059 0.043 0.060 0.059 1.434 0.040 // 9 AM
1.506 0.059 0.059 0.044 0.060 1.494 0.059 0.039 0.060 0.059 1.535 0.034  // 10 AM
1.602 0.059 0.059 0.039 0.060 1.582 0.059 0.034 0.060 0.059 1.636 0.029  // 11 AM
1.699 0.059 0.059 0.035 0.060 1.669 0.059 0.030 0.060 0.059 1.737 0.023 // 12 PM
1.660 0.059 0.059 0.032 0.060 1.612 0.059 0.030 0.060 0.059 1.679 0.020  // 1 PM
1.620 0.059 0.059 0.030 0.059 1.554 0.059 0.031 0.060 0.059 1.620 0.017  // 2 PM
1.581 0.059 0.059 0.027 0.059 1.497 0.059 0.031 0.060 0.059 1.562 0.014 // 3 PM
1.522 0.059 0.059 0.023 0.059 1.411 0.059 0.031 0.060 0.059 1.475 0.010  // 4 PM
1.462 0.060 0.060 0.020 0.059 1.324 0.060 0.032 0.060 0.059 1.387 0.005  // 5 PM
1.403 0.060 0.060 0.016 0.059 1.238 0.060 0.032 0.060 0.059 1.300 0.001 // 6 PM
1.432 0.060 0.060 0.021 0.059 1.305 0.060 0.033 0.060 0.059 1.352 0.009  // 7 PM
1.460 0.059 0.059 0.025 0.060 1.372 0.059 0.034 0.060 0.059 1.405 0.018  // 8 PM
1.489 0.059 0.059 0.030 0.060 1.439 0.059 0.035 0.060 0.059 1.457 0.026 // 9 PM
1.501 0.059 0.059 0.032 0.060 1.468 0.059 0.036 0.060 0.059 1.480 0.030  // 10 PM
1.514 0.059 0.059 0.034 0.060 1.496 0.059 0.036 0.060 0.059 1.502 0.033  // 11 PM

// WEATHER_SUNNY_SF
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007 // 12 AM
2.062 0.000 0.000 -0.003 0.000 2.065 0.000 -0.004 0.000 0.000 2.065 -0.004  // 1 AM
2.000 0.000 0.000 0.000 0.000 2.007 0.000 -0.002 0.000 0.000 2.007 -0.002  // 2 AM
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001 // 3 AM
1.793 0.000 0.000 0.013 0.000 1.812 0.000 0.008 0.000 0.000 1.812 0.008  // 4 AM
1.649 0.000 0.000 0.023 0.000 1.675 0.000 0.015 0.000 0.000 1.675 0.015  // 5 AM
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022 // 6 AM
1.633 0.000 0.000 0.026 0.000 1.655 0.000 0.016 0.000 0.000 1.673 0.014  // 7 AM
1.761 0.000 0.000 0.021 0.000 1.772 0.000 0.011 0.000 0.000 1.808 0.007  // 8 AM
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001 // 9 AM
2.084 0.000 0.000 0.007 0.000 2.063 0.000 -0.003 0.000 0.000 2.144 -0.012  // 10 AM
2.277 0.000 0.000 -0.002 0.000 2.237 0.000 -0.012 0.000 0.000 2.345 -0.024  // 11 AM
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035 // 12 PM
2.392 0.000 0.000 -0.015 0.000 2.297 0.000 -0.019 0.000 0.000 2.431 -0.041  // 1 PM
2.312 0.001 0.001 -0.020 0.000 2.182 0.000 -0.019 0.000 0.000 2.314 -0.047  // 2 PM
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053 // 3 PM
2.114 0.001 0.001 -0.033 -0.000 1.895 0.000 -0.017 0.000 0.000 2.023 -0.062  // 4 PM
1.996 0.002 0.002 -0.041 -0.001 1.722 0.001 -0.017 0.000 0.000 1.849 -0.070  // 5 PM
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079 // 6 PM
1.935 0.001 0.001 -0.039 -0.001 1.684 0.001 -0.014 0.000 0.000 1.779 -0.062  // 7 PM
1.992 0.001 0.001 -0.030 -0.000 1.817 0.000 -0.012 0.000 0.000 1.884 -0.046  // 8 PM
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029 // 9 PM
2.075 0.000 0.000 -0.016 0.000 2.009 0.000 -0.009 0.000 0.000 2.034 -0.022  // 10 PM
2.099 0.000 0.000 -0.011 0.000 2.066 0.000 -0.008 0.000 0.000 2.079 -0.014  // 11 PM

// WEATHER_EXTRASUNNY_SF
2.124 0.000 0.000 -0.007 0.000 2.124 0.000 -0.007 0.000 0.000 2.124 -0.007 // 12 AM
2.062 0.000 0.000 -0.003 0.000 2.065 0.000 -0.004 0.000 0.000 2.065 -0.004  // 1 AM
2.000 0.000 0.000 0.000 0.000 2.007 0.000 -0.002 0.000 0.000 2.007 -0.002  // 2 AM
1.938 0.000 0.000 0.004 0.000 1.948 0.000 0.001 0.000 0.000 1.948 0.001 // 3 AM
1.793 0.000 0.000 0.013 0.000 1.812 0.000 0.008 0.000 0.000 1.812 0.008  // 4 AM
1.649 0.000 0.000 0.023 0.000 1.675 0.000 0.015 0.000 0.000 1.675 0.015  // 5 AM
1.504 0.000 0.000 0.032 0.000 1.539 0.000 0.022 0.000 0.000 1.539 0.022 // 6 AM
1.633 0.000 0.000 0.026 0.000 1.655 0.000 0.016 0.000 0.000 1.673 0.014  // 7 AM
1.761 0.000 0.000 0.021 0.000 1.772 0.000 0.011 0.000 0.000 1.808 0.007  // 8 AM
1.890 0.000 0.000 0.015 0.000 1.888 0.000 0.005 0.000 0.000 1.942 -0.001 // 9 AM
2.084 0.000 0.000 0.007 0.000 2.063 0.000 -0.003 0.000 0.000 2.144 -0.012  // 10 AM
2.277 0.000 0.000 -0.002 0.000 2.237 0.000 -0.012 0.000 0.000 2.345 -0.024  // 11 AM
2.471 0.000 0.000 -0.010 0.000 2.412 0.000 -0.020 0.000 0.000 2.547 -0.035 // 12 PM
2.392 0.000 0.000 -0.015 0.000 2.297 0.000 -0.019 0.000 0.000 2.431 -0.041  // 1 PM
2.312 0.001 0.001 -0.020 0.000 2.182 0.000 -0.019 0.000 0.000 2.314 -0.047  // 2 PM
2.233 0.001 0.001 -0.025 -0.000 2.067 0.000 -0.018 0.000 0.000 2.198 -0.053 // 3 PM
2.114 0.001 0.001 -0.033 -0.000 1.895 0.000 -0.017 0.000 0.000 2.023 -0.062  // 4 PM
1.996 0.002 0.002 -0.041 -0.001 1.722 0.001 -0.017 0.000 0.000 1.849 -0.070  // 5 PM
1.877 0.002 0.002 -0.049 -0.001 1.550 0.001 -0.016 0.000 0.000 1.674 -0.079 // 6 PM
1.935 0.001 0.001 -0.039 -0.001 1.684 0.001 -0.014 0.000 0.000 1.779 -0.062  // 7 PM
1.992 0.001 0.001 -0.030 -0.000 1.817 0.000 -0.012 0.000 0.000 1.884 -0.046  // 8 PM
2.050 0.000 0.000 -0.020 -0.000 1.951 0.000 -0.010 0.000 0.000 1.989 -0.029 // 9 PM
2.075 0.000 0.000 -0.016 0.000 2.009 0.000 -0.009 0.000 0.000 2.034 -0.022  // 10 PM
2.099 0.000 0.000 -0.011 0.000 2.066 0.000 -0.008 0.000 0.000 2.079 -0.014  // 11 PM

// WEATHER_CLOUDY_SF
1.526 0.059 0.059 0.036 0.060 1.525 0.059 0.037 0.060 0.059 1.525 0.037 // 12 AM
1.495 0.059 0.059 0.038 0.060 1.496 0.059 0.038 0.060 0.059 1.496 0.038  // 1 AM
1.464 0.059 0.059 0.040 0.060 1.466 0.059 0.040 0.060 0.059 1.466 0.040  // 2 AM
1.433 0.059 0.059 0.042 0.060 1.437 0.059 0.041 0.060 0.059 1.437 0.041 // 3 AM
1.361 0.059 0.059 0.047 0.060 1.369 0.059 0.044 0.060 0.059 1.369 0.044  // 4 AM
1.288 0.059 0.059 0.051 0.060 1.301 0.059 0.048 0.060 0.059 1.301 0.048  // 5 AM
1.216 0.059 0.059 0.056 0.060 1.233 0.059 0.051 0.060 0.059 1.233 0.051 // 6 AM
1.280 0.059 0.059 0.053 0.060 1.291 0.059 0.048 0.060 0.059 1.300 0.047  // 7 AM
1.345 0.059 0.059 0.051 0.060 1.349 0.059 0.046 0.060 0.059 1.367 0.044  // 8 AM
1.409 0.059 0.059 0.048 0.060 1.407 0.059 0.043 0.060 0.059 1.434 0.040 // 9 AM
1.506 0.059 0.059 0.044 0.060 1.494 0.059 0.039 0.060 0.059 1.535 0.034  // 10 AM
1.602 0.059 0.059 0.039 0.060 1.582 0.059 0.034 0.060 0.059 1.636 0.029  // 11 AM
1.699 0.059 0.059 0.035 0.060 1.669 0.059 0.030 0.060 0.059 1.737 0.023 // 12 PM
1.660 0.059 0.059 0.032 0.060 1.612 0.059 0.030 0.060 0.059 1.679 0.020  // 1 PM
1.620 0.059 0.059 0.030 0.059 1.554 0.059 0.031 0.060 0.059 1.620 0.017  // 2 PM
1.581 0.059 0.059 0.027 0.059 1.497 0.059 0.031 0.060 0.059 1.562 0.014 // 3 PM
1.522 0.059 0.059 0.023 0.059 1.411 0.059 0.031 0.060 0.059 1.475 0.010  // 4 PM
1.462 0.060 0.060 0.020 0.059 1.324 0.060 0.032 0.060 0.059 1.387 0.005  // 5 PM
1.403 0.060 0.060 0.016 0.059 1.238 0.060 0.032 0.060 0.059 1.300 0.001 // 6 PM
1.432 0.060 0.060 0.021 0.059 1.305 0.060 0.033 0.060 0.059 1.352 0.009  // 7 PM
1.460 0.059 0.059 0.025 0.060 1.372 0.059 0.034 0.060 0.059 1.405 0.018  // 8 PM
1.489 0.059 0.059 0.030 0.060 1.439 0.059 0.035 0.060 0.059 1.457 0.026 // 9 PM
1.501 0.059 0.059 0.032 0.060 1.468 0.059 0.036 0.060 0.059 1.480 0.030  // 10 PM
1.514 0.059 0.059 0.034 0.060 1.496 0.059 0.036 0.060 0.059 1.502 0.033  // 11 PM

// WEATHER_RAINY_SF
1.508 -0.042 -0.042 0.046 -0.042 1.508 -0.042 0.046 -0.042 -0.042 1.508 0.046 // 12 AM
1.477 -0.042 -0.042 0.048 -0.042 1.479 -0.042 0.048 -0.042 -0.042 1.479 0.048  // 1 AM
1.446 -0.042 -0.042 0.050 -0.042 1.449 -0.042 0.049 -0.042 -0.042 1.449 0.049  // 2 AM
1.415 -0.042 -0.042 0.052 -0.042 1.420 -0.042 0.051 -0.042 -0.042 1.420 0.051 // 3 AM
1.343 -0.042 -0.042 0.057 -0.042 1.352 -0.042 0.054 -0.042 -0.042 1.352 0.054  // 4 AM
1.270 -0.042 -0.042 0.061 -0.042 1.284 -0.042 0.058 -0.042 -0.042 1.284 0.058  // 5 AM
1.198 -0.042 -0.042 0.066 -0.042 1.216 -0.042 0.061 -0.042 -0.042 1.216 0.061 // 6 AM
1.262 -0.042 -0.042 0.063 -0.042 1.274 -0.042 0.058 -0.042 -0.042 1.283 0.057  // 7 AM
1.327 -0.042 -0.042 0.060 -0.042 1.332 -0.042 0.056 -0.042 -0.042 1.350 0.053  // 8 AM
1.391 -0.042 -0.042 0.057 -0.042 1.390 -0.042 0.053 -0.042 -0.042 1.417 0.049 // 9 AM
1.488 -0.042 -0.042 0.053 -0.042 1.477 -0.042 0.049 -0.042 -0.042 1.518 0.043  // 10 AM
1.585 -0.042 -0.042 0.049 -0.042 1.565 -0.042 0.044 -0.042 -0.042 1.619 0.038  // 11 AM
1.682 -0.042 -0.042 0.045 -0.042 1.652 -0.042 0.040 -0.042 -0.042 1.720 0.032 // 12 PM
1.642 -0.042 -0.042 0.042 -0.042 1.595 -0.042 0.040 -0.042 -0.042 1.662 0.029  // 1 PM
1.603 -0.041 -0.041 0.040 -0.042 1.537 -0.041 0.041 -0.042 -0.042 1.603 0.027  // 2 PM
1.563 -0.041 -0.041 0.037 -0.042 1.480 -0.041 0.041 -0.042 -0.042 1.545 0.024 // 3 PM
1.504 -0.041 -0.041 0.033 -0.042 1.394 -0.041 0.041 -0.042 -0.042 1.458 0.019  // 4 PM
1.444 -0.041 -0.041 0.030 -0.042 1.307 -0.041 0.042 -0.042 -0.042 1.370 0.015  // 5 PM
1.385 -0.041 -0.041 0.026 -0.042 1.221 -0.041 0.042 -0.042 -0.042 1.283 0.010 // 6 PM
1.414 -0.041 -0.041 0.031 -0.042 1.288 -0.041 0.043 -0.042 -0.042 1.336 0.018  // 7 PM
1.442 -0.041 -0.041 0.035 -0.042 1.355 -0.042 0.044 -0.042 -0.042 1.388 0.027  // 8 PM
1.471 -0.041 -0.041 0.040 -0.042 1.422 -0.042 0.045 -0.042 -0.042 1.441 0.035 // 9 PM
1.483 -0.041 -0.041 0.042 -0.042 1.451 -0.042 0.045 -0.042 -0.042 1.463 0.039  // 10 PM
1.496 -0.042 -0.042 0.044 -0.042 1.479 -0.042 0.046 -0.042 -0.042 1.486 0.042  // 11 PM

// WEATHER_FOGGY_SF
1.438 0.048 0.045 0.093 0.048 1.438 0.045 0.093 0.049 0.049 1.419 0.108 // 12 AM
1.407 0.048 0.045 0.095 0.048 1.409 0.045 0.094 0.049 0.049 1.390 0.110  // 1 AM
1.376 0.048 0.045 0.097 0.048 1.379 0.045 0.096 0.049 0.049 1.360 0.111  // 2 AM
1.345 0.048 0.045 0.099 0.048 1.350 0.045 0.097 0.049 0.049 1.331 0.113 // 3 AM
1.273 0.048 0.045 0.104 0.048 1.282 0.045 0.101 0.049 0.049 1.263 0.116  // 4 AM
1.200 0.048 0.045 0.108 0.048 1.214 0.045 0.104 0.049 0.049 1.194 0.120  // 5 AM
1.128 0.048 0.045 0.113 0.048 1.146 0.045 0.108 0.049 0.049 1.126 0.123 // 6 AM
1.193 0.048 0.045 0.110 0.048 1.204 0.045 0.105 0.049 0.049 1.193 0.119  // 7 AM
1.257 0.048 0.045 0.107 0.048 1.262 0.045 0.102 0.049 0.049 1.261 0.115  // 8 AM
1.322 0.048 0.045 0.104 0.048 1.320 0.045 0.099 0.049 0.049 1.328 0.111 // 9 AM
1.419 0.048 0.045 0.100 0.048 1.407 0.045 0.095 0.049 0.049 1.429 0.105  // 10 AM
1.515 0.048 0.045 0.096 0.048 1.495 0.045 0.091 0.049 0.049 1.529 0.100  // 11 AM
1.612 0.048 0.045 0.092 0.048 1.582 0.045 0.087 0.049 0.049 1.630 0.094 // 12 PM
1.572 0.048 0.045 0.089 0.048 1.525 0.045 0.087 0.049 0.049 1.572 0.091  // 1 PM
1.533 0.048 0.045 0.087 0.048 1.467 0.045 0.088 0.049 0.049 1.514 0.089  // 2 PM
1.493 0.048 0.045 0.084 0.048 1.410 0.045 0.088 0.049 0.049 1.456 0.086 // 3 PM
1.434 0.048 0.045 0.080 0.048 1.324 0.045 0.088 0.049 0.049 1.369 0.081  // 4 PM
1.374 0.049 0.046 0.076 0.048 1.237 0.045 0.089 0.049 0.049 1.281 0.077  // 5 PM
1.315 0.049 0.046 0.072 0.048 1.151 0.045 0.089 0.049 0.049 1.194 0.072 // 6 PM
1.344 0.049 0.046 0.077 0.048 1.218 0.045 0.090 0.049 0.049 1.246 0.080  // 7 PM
1.372 0.048 0.045 0.082 0.048 1.285 0.045 0.091 0.049 0.049 1.299 0.089  // 8 PM
1.401 0.048 0.045 0.087 0.048 1.352 0.045 0.092 0.049 0.049 1.351 0.097 // 9 PM
1.413 0.048 0.045 0.089 0.048 1.381 0.045 0.092 0.049 0.049 1.374 0.101  // 10 PM
1.426 0.048 0.045 0.091 0.048 1.409 0.045 0.093 0.049 0.049 1.396 0.104  // 11 PM

// WEATHER_SUNNY_VEGAS
